gem_id,gem_parent_id,source_language,target_language,source,target,references
wikilingua_multilingual-train-175789,wikilingua_multilingual-train-175789,fr,fr,"Utilisez la couleur de votre choix, mais avec une peinture acrylique. Utilisez une quantité généreuse pour couvrir toute la surface de bois que vous souhaitez craqueler. Vous devez appliquer assez de colle pour que la couche soit opaque. Laissez-la sécher partiellement, jusqu'à ce qu'elle soit encore poisseuse. Appliquez-la sur toute la surface de bois même si la colle est encore poisseuse et laissez sécher. Ceci peut prendre plusieurs heures, lorsque la peinture et la colle ont complètement séché .","Peignez le bois. Appliquez une couche de colle blanche pour loisirs créatifs. Ajoutez une 2e couche de peinture, la même que précédemment. Attendez que l'effet craquelé apparaisse.","[""Peignez le bois. Appliquez une couche de colle blanche pour loisirs créatifs. Ajoutez une 2e couche de peinture, la même que précédemment. Attendez que l'effet craquelé apparaisse.""]"
wikilingua_multilingual-train-175841,wikilingua_multilingual-train-175841,fr,fr,"Les différentes variétés de riz ont toutes des poids et des textures différentes. Pour faciliter le procédé au maximum, essayez de manger ru riz blanc à grains courts assez collant qui forme des tas faciles à ramasser. Le riz complet et le riz blanc long ont tendance à avoir des grains qui se collent beaucoup moins les uns aux autres, ce qui les rend beaucoup plus difficiles à prendre sans les faire tomber.","Si possible, mangez du riz gluant.","['Si possible, mangez du riz gluant.']"
wikilingua_multilingual-train-175845,wikilingua_multilingual-train-175845,fr,fr,"Si vous êtes loin de chez vous et que vous voulez consulter un fichier sur votre PC domestique, il vous suffit juste de vous connecter au site de OneDrive, via un PC et un navigateur. N'importe quel PC convient et il n'a même pas besoin d'être équipé de OneDrive. En haut de la page d'accueil, cliquez sur le bouton Se connecter. Il faudra juste entrer l'adresse e-mail du compte OneDrive ou Microsoft.",Rendez-vous sur le site Internet de OneDrive. Connectez-vous.,['Rendez-vous sur le site Internet de OneDrive. Connectez-vous.']
wikilingua_multilingual-train-175846,wikilingua_multilingual-train-175846,fr,fr,"Découpez le gâteau en deux avec un fil à découper ou un couteau à beurre et étalez du glaçage ou de la confiture à l’intérieur. Remettez les deux moitiés en place, puis utilisez un couteau à beurre ou une spatule en caoutchouc pour étaler le glaçage sur le dessus et les bords du gâteau.",Décorez votre gâteau.,['Décorez votre gâteau.']
wikilingua_multilingual-train-175884,wikilingua_multilingual-train-175884,fr,fr,"Couvrez le plat avec un couvercle ou du film plastique. Faites ensuite cuire vos ignames pendant 10 minutes, en surveillant la cuisson toutes les 5 minutes. Continuez à faire cuire vos ignames par intervalles de 2 minutes jusqu'à ce qu'elles soient bien tendres. Si vous cuisez vos patates douces entières, retournez-les au milieu du temps de cuisson. Si vous les avez coupées en morceaux, secouez le récipient de temps en temps pour faire bouger les morceaux.",Faites cuire vos ignames au microonde à pleine puissance. Bon appétit !,['Faites cuire vos ignames au microonde à pleine puissance. Bon appétit\xa0!']
wikilingua_multilingual-train-175889,wikilingua_multilingual-train-175889,fr,fr,"Vous avez la possibilité de mettre les saucisses directement dans la poêle ou d’y mettre d’abord deux cuillères à soupe d’huile végétale, de l’eau ou un spray de cuisson, avant de le faire pour qu’elles ne se collent pas à la poêle et brunissent uniformément .  Réglez la cuisinière uniquement sur un feu moyen à moyen vif. Si la poêle devient trop chaude, les saucisses peuvent se fissurer ou se dessécher. Si vous voulez, vous pouvez utiliser un four hollandais.",Chauffez la poêle à feu moyen.,['Chauffez la poêle à feu moyen.']
wikilingua_multilingual-train-175909,wikilingua_multilingual-train-175909,fr,fr,"Avec les lèvres entrouvertes, vous pourrez appliquer le crayon en respectant leur forme naturelle .",Écartez légèrement les lèvres.,['Écartez légèrement les lèvres.']
wikilingua_multilingual-train-175913,wikilingua_multilingual-train-175913,fr,fr,"La laque pour cheveux et les écrans solaires peuvent être utilisés, car ils contiennent généralement de l'alcool. Vérifiez la liste des ingrédients du produit pour vous en assurer . Vous pouvez aussi utiliser du désinfectant pour les mains, du WD-40 ou du jus de citron.",Utilisez de l'alcool ou des produits similaires comme autre option.,"[""Utilisez de l'alcool ou des produits similaires comme autre option.""]"
wikilingua_multilingual-train-175950,wikilingua_multilingual-train-175950,fr,fr,"Utilisez l'ordinateur sur lequel vous vous êtes connecté. Utilisez le même navigateur que lors de votre connexion. Par exemple, si vous vous êtes connecté à Amazon via Internet Explorer, il faudra vous déconnecter via Internet Explorer également. L'onglet se situe à droite sur la barre de menu en haut de la page. Au-dessus de l'onglet, vous devriez voir Bonjour, (votre nom ). Déconnexion du menu déroulant. C'est l'option qui se trouve tout en bas de la liste, sous la section Votre compte du menu déroulant .",Allez sur https://www.amazon.fr. Placez la souris sur l'onglet Compte et listes de la page d'accueil. Cliquez sur Pas (votre nom) ?,"[""Allez sur https://www.amazon.fr. Placez la souris sur l'onglet Compte et listes de la page d'accueil. Cliquez sur Pas (votre nom)\xa0?""]"
wikilingua_multilingual-train-175961,wikilingua_multilingual-train-175961,fr,fr,Il vaut mieux que vous le fassiez avec la main avec laquelle vous vous sentez le plus à l'aise. Tenez-le avec la charnière tournée vers votre index. Vous devez le poser entre votre pouce et votre index avec le couvercle qui dépasse légèrement de votre main pour qu'il puisse s'ouvrir sans aucun obstacle.,Maintenez-le dans votre main dominante.,['Maintenez-le dans votre main dominante.']
wikilingua_multilingual-train-175976,wikilingua_multilingual-train-175976,fr,fr,"Trempez la boule dans les huiles et laissez-la absorber le mélange. Assurez-vous qu’elle est imbibée d’huile pour traiter efficacement les maux de dents. Utilisez une grosse boule de coton pour appliquer plus d’huile sur la dent et les gencives. Réglez un chronomètre sur vingt minutes, puis essayez de vous détendre pendant que les huiles agissent. Ensuite, retirez la boule de coton et rincez-vous la bouche avec la solution d’eau salée. Terminez en vous rinçant la bouche avec de l’eau tiède.",Trempez une boule de coton dans le mélange d’huile. Laissez le coton sur la dent pendant 20 minutes.,['Trempez une boule de coton dans le mélange d’huile. Laissez le coton sur la dent pendant 20 minutes.']
wikilingua_multilingual-train-176005,wikilingua_multilingual-train-176005,fr,fr,"Elle donnera une jolie touche asymétrique à votre coiffure. En commençant à votre front, faites-vous une raie à gauche ou à droite. À mesure que vous approchez de l’arrière de votre tête, rapprochez-vous du milieu. À partir du sommet de votre tête, faites une raie centrale qui descend jusqu’à votre nuque.",Faites une raie sur le côté.,['Faites une raie sur le côté.']
wikilingua_multilingual-train-176007,wikilingua_multilingual-train-176007,fr,fr,"Elle ne fonctionnera pas bien si vous ne roulez pas. La meilleure position pour un diagnostic est celle qui donne de l'air frais (pas celle qui fait circuler l'air) avec l'air qui sort des évents centraux lorsque la climatisation est allumée.  Commencez en mettant le ventilateur à pleine puissance. Si votre voiture dispose d'une option « Max AC », sélectionnez-la.",Allumez la climatisation une fois que vous roulez.,['Allumez la climatisation une fois que vous roulez.']
wikilingua_multilingual-train-176019,wikilingua_multilingual-train-176019,fr,fr,"Les membres du groupe devront travailler ensemble et s'assurer que chacun est en sécurité et que les ressources sont équitablement partagées. Si quelqu'un venait à mourir, enterrez-le et organisez une cérémonie. Vous lui direz ainsi au revoir avec respect et empêcherez la propagation de maladies.","Si vous êtes en groupe, travaillez en équipe. Enterrez les morts.","['Si vous êtes en groupe, travaillez en équipe. Enterrez les morts.']"
wikilingua_multilingual-train-176112,wikilingua_multilingual-train-176112,fr,fr,"Juste avant de mettre le volatile dans sa cage avant la présentation, essuyez-le doucement dans le sens des plumes avec un tissu en soie, par exemple une écharpe en soie. Cela permet d’aligner et de lisser les plumes tout en leur donnant plus d’éclat. Plus la poule a l’air en bonne santé, heureuse et sure d’elle, plus les juges vont pencher en sa faveur. Assurez-vous de sa santé, de son régime alimentaire et de son comportement avec les humains pendant toutes les préparations d’avant compétition.",Essuyez-la au dernier moment avant la présentation.,['Essuyez-la au dernier moment avant la présentation.']
wikilingua_multilingual-train-176160,wikilingua_multilingual-train-176160,fr,fr,"Si vous la trouvez trop grande ou trop petite, vous pouvez apporter les modifications nécessaires à la longueur ou la taille. Il est facile de réduire la taille d’une jupe, mais plus difficile de l’agrandir. Si elle est trop serrée, défaites les coutures à l’aide d’un découseur et refaites-les plus près des bords du tissu .",Mettez la jupe à l’endroit.,['Mettez la jupe à l’endroit.']
wikilingua_multilingual-train-176218,wikilingua_multilingual-train-176218,fr,fr,"Désossez la viande si cela n'a pas déjà été fait. Vous pouvez aussi fabriquer des saucisses italiennes à partir de bœuf et de porc. Remplacez 1 kg d'épaule de porc par du bœuf haché pour adapter la recette. Demandez si les boyaux doivent être mis à tremper à l'avance ou non. Si les boyaux à saucisse doivent être mis à tremper, placez-les dans un bol de jus d'orange et de sel pendant une heure. Ils doivent être encore humides avant leur utilisation.",Achetez 2 kg d'épaule de porc. Achetez des boyaux à saucisse.,"[""Achetez 2 kg d'épaule de porc. Achetez des boyaux à saucisse.""]"
wikilingua_multilingual-train-176335,wikilingua_multilingual-train-176335,fr,fr,"Vous pouvez découper votre coriandre de façon plus ou moins fine. Comme cette plante est tendre, il n'est pas obligatoire de la couper finement. Cependant, plus vous incorporerez la coriandre tard dans le processus de cuisson, plus elle doit être hachée menu. Dans le cas où vous l'employiez comme décoration, cela n'a pas vraiment d'importance.",Hachez la coriandre.,['Hachez la coriandre.']
wikilingua_multilingual-train-176380,wikilingua_multilingual-train-176380,fr,fr,Il est impératif que la solution puisse infiltrer le cuir pour permettre d'éliminer toutes les saletés ou taches qui s'y sont intégrées .,Laissez reposer pendant 5 minutes.,['Laissez reposer pendant 5 minutes.']
wikilingua_multilingual-train-176392,wikilingua_multilingual-train-176392,fr,fr,"Vous ne devez pas continuer à limer lorsque vous arrivez à votre ongle naturel, car cela pourrait l’abimer. Voici les signes montrant que vous arrivez à la surface de vos ongles naturels.  Il y a beaucoup moins de poussière lors du limage. Les stries naturelles de l’ongle deviennent visibles.",Soyez attentif lorsque vous approchez de la surface de votre ongle naturel.,['Soyez attentif lorsque vous approchez de la surface de votre ongle naturel.']
wikilingua_multilingual-train-176393,wikilingua_multilingual-train-176393,fr,fr,"Les chapeaux cloche se présentent avec ou sans bordure. Nommé aussi « un gavroche » ces chapeaux très tendance sont superbes avec une tenue décontractée ou professionnelle. Les bordures de ces chapeaux se terminent en rubans qui flottent au vent et sont parfaits aux heures les plus ensoleillées de la journée. Si vous voulez porter ce type de chapeau en hiver, choisissez sa version en feutre.",Portez un chapeau cloche. Essayez une casquette à visière. Portez un chapeau de soleil surdimensionné.,['Portez un chapeau cloche. Essayez une casquette à visière. Portez un chapeau de soleil surdimensionné.']
wikilingua_multilingual-train-176405,wikilingua_multilingual-train-176405,fr,fr,"Si besoin, entrez votre nom d’utilisateur et votre mot de passe et cliquez sur Connexion.  Cette touche se trouve dans le coin inférieur droit de la fenêtre. Une fois votre publication en ligne, elle sera visible de tous, qu’ils soient ou non vos amis sur Facebook.",Ouvrez Facebook dans votre navigateur. Cliquez sur Exprimez-vous. Cliquez sur Amis. Cliquez sur Public.,['Ouvrez Facebook dans votre navigateur. Cliquez sur Exprimez-vous. Cliquez sur Amis. Cliquez sur Public.']
wikilingua_multilingual-train-176549,wikilingua_multilingual-train-176549,fr,fr,Servez tout de suite. Vous pouvez ajouter de la crème Chantilly dans les verres ou un peu de sirop de caramel ou de chocolat sur le dessus .,Versez dans deux grands verres.,['Versez dans deux grands verres.']
wikilingua_multilingual-train-176551,wikilingua_multilingual-train-176551,fr,fr,"Les trappes peuvent :  éviter les chutes, interdire l'accès de la foule à une zone, arrêter l'eau, la neige, la pluie ou la lave et les empêcher d'envahir une zone, servir d'ouverture pour un comptoir de bar, une trappe laisse passer la lumière et ne bloque pas les redstones. C'est la seule façon de poser une trappe. Ensuite, vous pourrez continuer à construire tout autour avec d'autres blocs Faites un clic droit dessus. Il va se replier en direction du bloc auquel elle est attachée.","Utilisez les trappes dans vos structures. Pour mettre en place une trappe, fixez-la sur le côté d'un bloc solide. Ouvrez votre trappe.","[""Utilisez les trappes dans vos structures. Pour mettre en place une trappe, fixez-la sur le côté d'un bloc solide. Ouvrez votre trappe.""]"
wikilingua_multilingual-train-176585,wikilingua_multilingual-train-176585,fr,fr,"Étendez-la sur une surface plane comme une table, un siège ou un lit. Lissez son dos pour qu'il ne soit pas froissé ou plié .",Posez la chemise à plat.,['Posez la chemise à plat.']
wikilingua_multilingual-train-176593,wikilingua_multilingual-train-176593,fr,fr,"Une fois dans la salle de musique, regardez le tableau noir. Vous découvrirez un morceau de papier blanc tâché de sang collé sur le tableau. Sur le papier, vous pourrez lire l'inscription un conte d'oiseaux sans voix (a tale of birds without a voice). Vous pourrez vous rendre compte que vous ne pouvez jouer que les notes d'une octave et que lorsque vous essayez de jouer les autres notes, certaines ne produisent pas de sonorité.",Regardez le tableau. Examinez le morceau de papier. Dirigez-vous vers le piano et examinez-le.,['Regardez le tableau. Examinez le morceau de papier. Dirigez-vous vers le piano et examinez-le.']
wikilingua_multilingual-train-176634,wikilingua_multilingual-train-176634,fr,fr,"Si vous mettez le mélange au réfrigérateur, les saveurs peuvent vraiment se mélanger. Les jus et l’acide du citron pénètreront dans le miel pour donner un excellent gout lorsque vous ajouterez de l’eau au mélange .",Mettez le bocal à refroidir au réfrigérateur pendant au moins 12 heures.,['Mettez le bocal à refroidir au réfrigérateur pendant au moins 12 heures.']
wikilingua_multilingual-train-176705,wikilingua_multilingual-train-176705,fr,fr,"S'il y a toujours un morceau de vis que vous n'avez pas pu couper, utilisez un écrou de la même taille que la vis pour le maintenir en place et pour éviter les accrocs. Faites simplement usage d'une clé pour bien l'ajuster . Vous pouvez également utiliser des bouchons à vis, également appelés protecteurs de vis. Il s'agit des capuchons flexibles qui se placent facilement sur les extrémités exposées des vis.",Placez un écrou sur les vis les plus longues (facultatif).,['Placez un écrou sur les vis les plus longues (facultatif).']
wikilingua_multilingual-train-176706,wikilingua_multilingual-train-176706,fr,fr,"Quelle que soit la méthode utilisée pour onduler vos cheveux, les laver est un préalable nécessaire. Des cheveux propres sont plus faciles à travailler et le rendu est meilleur.  Utilisez votre shampooing habituel. Si vous utilisez un après-shampooing, évitez de l'appliquer sur votre cuir chevelu et insistez sur les pointes. Vos cheveux seront plus légers et plus faciles à onduler.",Lavez vos cheveux.,['Lavez vos cheveux.']
wikilingua_multilingual-train-176709,wikilingua_multilingual-train-176709,fr,fr,"La plupart de ces magasins vendent de l'acétone. Vous pourriez également vous en procurer dans certaines pharmacies. Une fois que vous avez le produit, versez-en quelques gouttes dans un récipient . L'acétone est un produit acide et il vous faudra donc utiliser un récipient qu'il n'abimera pas. Évitez les récipients en plastique et préférez un récipient en verre. Un verre à shot fera parfaitement l'affaire. Veillez simplement à le nettoyer soigneusement avant de boire à nouveau dedans .",Achetez de l'acétone en magasin de produits de beauté.,"[""Achetez de l'acétone en magasin de produits de beauté.""]"
wikilingua_multilingual-train-176711,wikilingua_multilingual-train-176711,fr,fr,"Restez dans la même position que pour le dos rond. Si vos poignets commencent à faiblir, détendez-vous pendant quelques minutes et faites des cercles doucement avec vos mains. En expirant, levez la main droite et le genou gauche du sol, en les étirant dans la direction opposée. Ensuite expirez, répétez pour l’autre côté. Répétez six fois au total – trois fois de chaque côté. Ne les laissez pas s’affaisser afin de garder le corps bien aligné.","Préparez-vous.La respiration est la même que dans l’exercice précèdent, mais ici le mouvement ce fera en deux respirations. Inspirez pour vous préparer.  Inspirez pour revenir à quatre pattes.   Répétez.  Faites attention de bien supporter votre bras et votre jambe.","['Préparez-vous.La respiration est la même que dans l’exercice précèdent, mais ici le mouvement ce fera en deux respirations. Inspirez pour vous préparer.  Inspirez pour revenir à quatre pattes.   Répétez.  Faites attention de bien supporter votre bras et votre jambe.']"
wikilingua_multilingual-train-176835,wikilingua_multilingual-train-176835,fr,fr,"Prenons comme exemple la série [2, 4, 5, 5, 4, 5]. Si elle est classée, c'est bien aussi ! Ici, c'est le 5 qui apparait le plus (3 fois) : c'est donc le mode de la série.Sachez aussi qu'il est possible qu'il y ait plusieurs modes dans une même série. S'il y a deux modes, on dit que la série est « bimodale » et s'il y a plus de 2 modes, la série est dite « multimodale ».",Inscrivez votre série. Trouvez quel(s) nombre(s) apparait le plus dans votre série statistique.,['Inscrivez votre série. Trouvez quel(s) nombre(s) apparait le plus dans votre série statistique.']
wikilingua_multilingual-train-176929,wikilingua_multilingual-train-176929,fr,fr,"Demandez à la future propriétaire du tutu de se tenir debout, immobile, et le dos bien droit .  Prenez un ruban de couturière et mesurez la longueur qui part de la taille jusqu'à l'endroit de la jambe où le tutu va descendre. La plupart des tutus mesurent entre 28 et 58 cm de longueur en partant de la taille. Cela vous permettra de vérifier qu'il tient bien au niveau de la taille. Si nécessaire, procédez à des rectifications.",Mesurez le tour de taille. Faites essayer l'élastique à la personne à qui le tutu est destiné.,"[""Mesurez le tour de taille. Faites essayer l'élastique à la personne à qui le tutu est destiné.""]"
wikilingua_multilingual-train-176964,wikilingua_multilingual-train-176964,fr,fr,"Elles apporteront des notes aromatiques au plat. Un mélange de sauge, de thym et de romarin est délicieux. Vous pouvez aussi essayer un mélange de ciboulette, d’origan et d’estragon. Hachez les herbes et ajoutez-les à la purée en même temps que le beurre et la crème . Même si vous n’avez pas beaucoup d’herbes fraiches, il peut suffire d’ajouter un peu de persil ou de ciboulette à la purée pour lui apporter une saveur délicieuse.",Hachez des herbes fraiches.,['Hachez des herbes fraiches.']
wikilingua_multilingual-train-176998,wikilingua_multilingual-train-176998,fr,fr,"Il est un peu différent des précédents. Ces derniers servaient à vous adresser de manière directe à votre sœur, alors que celui-ci est utilisé pour parler de votre sœur ainée à quelqu’un d’autre. Vous pouvez remarquer qu’on retrouve la syllabe « ne », comme dans tous les mots désignant une grande sœur.",Apprenez le mot « ane ». La prononciation est la même que précédemment.,['Apprenez le mot «\xa0ane\xa0». La prononciation est la même que précédemment.']
wikilingua_multilingual-train-177042,wikilingua_multilingual-train-177042,fr,fr,"C'est l'option en haut à gauche de la barre d'outils de votre navigateur. Il est troisième à partir du bas du menu déroulant. C'est la deuxième option de la droite en haut de la nouvelle page.  C'est le bouton sur la partie inférieure droite de l'écran. Cela permettra de vérifier si Firefox est votre navigateur par défaut. Si Firefox n'est pas votre navigateur par défaut, il vous sera demandé si vous voulez changer le navigateur par défaut de Firefox. Après cette étape, vous aurez terminé.","Ouvrez votre navigateur Firefox. Sélectionnez ""Firefox"". Sélectionnez ”Options”. Sélectionnez l'onglet Avancé. Cochez la case à côté de ""Toujours vérifier au démarrage que Firefox est le navigateur par défaut"". Sélectionnez ""Vérifier maintenant"". Sélectionnez «Oui». Cliquez sur OK.","['Ouvrez votre navigateur Firefox. Sélectionnez ""Firefox"". Sélectionnez ”Options”. Sélectionnez l\'onglet Avancé. Cochez la case à côté de ""Toujours vérifier au démarrage que Firefox est le navigateur par défaut"". Sélectionnez ""Vérifier maintenant"". Sélectionnez «Oui». Cliquez sur OK.']"
wikilingua_multilingual-train-177071,wikilingua_multilingual-train-177071,fr,fr,"Pour emballer un bouquet délicat, vous pourriez utiliser du papier kraft brun ou un papier cadeau épais. Si vos fleurs ont des tiges et des fleurs épaisses, vous pourrez utiliser un papier plus délicat, comme du papier de soie ou du papier journal. Choisissez une couleur qui ira bien avec celle des fleurs et qui ne prendra pas le dessus. Par exemple, si vous emballez des fleurs orange, vous pourriez utiliser du papier de soie rouge ou jaune, qui fera ressortir l’orange.",Choisissez votre papier.,['Choisissez votre papier.']
wikilingua_multilingual-train-177075,wikilingua_multilingual-train-177075,fr,fr,"Focalisez-vous sur cet objet en essayant d'ignorer tout ce qui se trouve derrière. Ce n'est vraiment qu'une autre version de la technique avec le bout du nez, qui exagère le processus et le rend un peu plus facile. Une fois que le crayon se trouve à 4 cm de votre visage, vous devriez loucher. Prenez un petit instant pour continuer à vous focaliser sur l'objet tout en louchant dessus.",Tenez un crayon au niveau des yeux à longueur de bras. Arrêtez-vous lorsque cet objet est juste à côté de votre visage.,['Tenez un crayon au niveau des yeux à longueur de bras. Arrêtez-vous lorsque cet objet est juste à côté de votre visage.']
wikilingua_multilingual-train-177090,wikilingua_multilingual-train-177090,fr,fr,"Si vous voyez de la peau morte ou des cuticules affectées par le colorant sur vos mains, retirez doucement la peau avec un coupe-cuticule pour ne pas avoir à appliquer du dissolvant agressif sur votre peau. Si malgré toutes ces astuces, vos ongles restent tachés, la solution qu'il vous reste est de les couvrir avec du vernis à ongles. N'hésitez pas à faire preuve d'imagination pour masquer la tache de façon créative !",Coupez vos cuticules. Vernissez vos ongles.,['Coupez vos cuticules. Vernissez vos ongles.']
wikilingua_multilingual-train-177113,wikilingua_multilingual-train-177113,fr,fr,"Pour cette méthode, le mieux est d'utiliser une feuille rectangulaire. Si vous allez offrir la boite à quelqu'un, utilisez du papier coloré et/ou imprimé. Si vous vous entrainez simplement, utilisez du papier brouillon.",Choisissez le papier.,['Choisissez le papier.']
wikilingua_multilingual-train-177240,wikilingua_multilingual-train-177240,fr,fr,C'est l'outil idéal pour nettoyer votre écran tactile. Certains appareils incluront même un chiffon en microfibres et vous pouvez également utiliser celui de vos lunettes de soleil.  Le prix d'un chiffon peut varier. Les chiffons recommandés par une marque pour ses produits peuvent être considérablement plus chers simplement du fait de cette recommandation. Cherchez donc un substitut qui soit bon marché tout en étant aussi efficace.,Choisissez un chiffon en microfibres.,['Choisissez un chiffon en microfibres.']
wikilingua_multilingual-train-177253,wikilingua_multilingual-train-177253,fr,fr,"Placez vos croutons au four, 30 minutes avant le service. Ils auront besoin d'un peu de temps pour refroidir.",Préchauffez le four à 230 °C (thermostat 7).,['Préchauffez le four à 230 °C (thermostat 7).']
